EmployeeID,FirstName,LastName,Gender,Age,Department,JobRole,Education,MaritalStatus,Salary,Experience,JoiningDate,PerformanceRating,Attrition,Overtime,WorkMode,State,Manager,AgeGroup,SalaryBand,ExperienceLevel,Tenure,JoiningYear
EMP00429,Sai,Nair,Male,35,IT,Senior Developer,Diploma,Married,898898,6,2017-08-12,2,No,No,Hybrid,Delhi,A. Sharma,31-40,High,Mid-Level,8.9,2017
EMP00430,Ananya,Patel,Male,48,IT,System Admin,Master,Married,1329832,19,2017-08-29,3,Yes,No,Office,Telangana,S. Reddy,41-50,Very High,Senior,8.9,2017
EMP00431,Vivaan,Mishra,Male,25,HR,HR Manager,Diploma,Single,527464,3,2017-06-02,5,Yes,No,Hybrid,Andhra Pradesh,R. Mehta,21-30,Medium,Junior,9.1,2017
EMP00432,Aarav,Reddy,Male,25,Finance,Accountant,MBA,Divorced,753878,3,2022-11-19,3,No,No,Hybrid,Karnataka,S. Reddy,21-30,Medium,Junior,3.6,2022
EMP00433,Kiran,Kumar,Male,46,Marketing,Marketing Executive,Bachelor,Divorced,1018957,16,2019-11-13,2,No,No,Office,Telangana,N. Gupta,41-50,High,Senior,6.6,2019
EMP00434,Rohit,Gupta,Male,41,Operations,Operations Manager,Master,Married,899264,11,2022-12-16,5,Yes,No,Office,Kerala,A. Sharma,41-50,High,Senior,3.6,2022
EMP00435,Aditya,Singh,Female,32,HR,HR Manager,Bachelor,Married,542814,3,2015-11-29,5,No,No,Hybrid,Tamil Nadu,N. Gupta,31-40,Medium,Junior,10.6,2015
EMP00436,Aditya,Nair,Female,38,Operations,Operations Manager,MBA,Single,1052602,14,2019-03-27,5,No,Yes,Office,Delhi,P. Rao,31-40,High,Senior,7.3,2019
EMP00437,Rahul,Reddy,Female,40,Operations,Operations Executive,Master,Married,978506,12,2017-04-13,2,No,Yes,Office,Maharashtra,P. Rao,31-40,High,Senior,9.2,2017
EMP00438,Neha,Naidu,Female,41,HR,HR Executive,Diploma,Divorced,911505,13,2023-12-23,4,No,No,Hybrid,Telangana,P. Rao,41-50,High,Senior,2.5,2023
EMP00439,Vivaan,Yadav,Male,36,HR,HR Executive,Diploma,Divorced,765178,8,2017-03-26,3,Yes,No,Office,Telangana,P. Rao,31-40,Medium,Mid-Level,9.3,2017
EMP00440,Pooja,Verma,Female,29,Marketing,Digital Marketer,Diploma,Married,602626,4,2026-01-15,2,No,No,Remote,Karnataka,N. Gupta,21-30,Medium,Junior,0.5,2026
EMP00441,Pooja,Sharma,Male,28,Finance,Accountant,Master,Divorced,620615,1,2024-12-04,5,No,No,Remote,Kerala,A. Sharma,21-30,Medium,Fresher,1.6,2024
EMP00442,Nikhil,Kapoor,Female,42,Operations,Operations Executive,Diploma,Married,1032627,15,2017-06-15,4,No,No,Remote,Kerala,S. Reddy,41-50,High,Senior,9.1,2017
EMP00443,Aisha,Sharma,Male,37,Marketing,Marketing Executive,Bachelor,Single,934840,12,2021-05-19,5,No,No,Hybrid,Karnataka,K. Singh,31-40,High,Senior,5.1,2021
EMP00444,Neha,Sharma,Male,46,Marketing,Marketing Executive,Master,Single,1199882,20,2024-03-28,2,No,No,Remote,Karnataka,N. Gupta,41-50,High,Senior,2.3,2024
EMP00445,Suresh,Joshi,Female,31,HR,HR Executive,MBA,Single,779249,9,2025-05-03,3,No,Yes,Remote,Tamil Nadu,N. Gupta,31-40,Medium,Mid-Level,1.2,2025
EMP00446,Kiran,Singh,Female,42,HR,HR Manager,MBA,Single,891157,12,2017-03-30,4,No,No,Remote,Karnataka,A. Sharma,41-50,High,Senior,9.3,2017
EMP00447,Ananya,Joshi,Male,37,Sales,Sales Executive,Bachelor,Divorced,1065232,15,2024-01-07,3,Yes,Yes,Hybrid,Karnataka,R. Mehta,31-40,High,Senior,2.5,2024
EMP00448,Suresh,Kapoor,Female,37,Marketing,Digital Marketer,Master,Married,950523,13,2021-09-22,2,No,No,Hybrid,Karnataka,N. Gupta,31-40,High,Senior,4.8,2021
EMP00449,Priya,Nair,Female,40,Marketing,Digital Marketer,Bachelor,Divorced,1047438,17,2025-06-25,3,No,No,Office,Karnataka,P. Rao,31-40,High,Senior,1,2025
EMP00450,Kiran,Yadav,Female,29,IT,Senior Developer,MBA,Married,817067,4,2016-06-11,5,No,Yes,Remote,Telangana,A. Sharma,21-30,High,Junior,10.1,2016
EMP00451,Pooja,Naidu,Female,36,Operations,Operations Executive,Diploma,Divorced,924884,12,2021-12-18,3,Yes,Yes,Office,Telangana,S. Reddy,31-40,High,Senior,4.5,2021
EMP00452,Aarav,Sharma,Male,25,Finance,Accountant,MBA,Divorced,606408,0,2025-11-24,3,Yes,No,Hybrid,Kerala,R. Mehta,21-30,Medium,Fresher,0.6,2025
EMP00453,Meera,Kapoor,Female,29,Sales,Sales Manager,Diploma,Single,558423,2,2017-09-15,3,No,Yes,Office,Maharashtra,R. Mehta,21-30,Medium,Fresher,8.8,2017
EMP00454,Priya,Naidu,Female,45,Finance,Financial Analyst,MBA,Divorced,1230924,18,2019-10-20,5,Yes,Yes,Office,Tamil Nadu,N. Gupta,41-50,Very High,Senior,6.7,2019
EMP00455,Neha,Naidu,Female,39,Finance,Accountant,MBA,Single,975545,10,2018-04-02,5,No,No,Remote,Maharashtra,R. Mehta,31-40,High,Mid-Level,8.3,2018
EMP00456,Arjun,Rao,Male,32,Operations,Operations Executive,Diploma,Married,807447,7,2023-02-20,5,No,Yes,Office,Tamil Nadu,A. Sharma,31-40,High,Mid-Level,3.4,2023
EMP00457,Vivaan,Kumar,Male,32,Finance,Accountant,Diploma,Married,842575,7,2024-02-11,3,No,No,Remote,Tamil Nadu,A. Sharma,31-40,High,Mid-Level,2.4,2024
EMP00458,Pooja,Das,Male,26,Operations,Operations Manager,Bachelor,Divorced,629205,3,2022-04-30,2,No,No,Remote,Telangana,K. Singh,21-30,Medium,Junior,4.2,2022
EMP00459,Ananya,Rao,Male,27,Sales,Sales Executive,Diploma,Married,496224,0,2018-07-16,4,Yes,Yes,Hybrid,Tamil Nadu,K. Singh,21-30,Low,Fresher,8,2018
EMP00460,Rohit,Nair,Female,35,IT,QA Engineer,Master,Single,837936,5,2019-01-30,4,No,Yes,Office,Maharashtra,K. Singh,31-40,High,Junior,7.4,2019
EMP00461,Ishita,Gupta,Female,30,Marketing,Marketing Executive,Master,Single,545987,2,2023-12-30,4,Yes,No,Hybrid,Telangana,N. Gupta,21-30,Medium,Fresher,2.5,2023
EMP00462,Priya,Kumar,Female,43,HR,HR Executive,Diploma,Single,1039468,16,2019-04-10,5,No,Yes,Hybrid,Kerala,S. Reddy,41-50,High,Senior,7.2,2019
EMP00463,Priya,Verma,Female,33,Marketing,Marketing Executive,Master,Married,819831,9,2021-07-05,3,Yes,No,Remote,Delhi,K. Singh,31-40,High,Mid-Level,5,2021
EMP00464,Rohit,Das,Female,28,Sales,Sales Executive,MBA,Single,487459,0,2019-10-05,4,No,No,Office,Maharashtra,R. Mehta,21-30,Low,Fresher,6.8,2019
EMP00465,Sneha,Gupta,Female,35,HR,HR Manager,Master,Divorced,711439,7,2023-07-18,2,No,Yes,Office,Maharashtra,S. Reddy,31-40,Medium,Mid-Level,3,2023
EMP00466,Sai,Kumar,Male,44,Finance,Accountant,MBA,Single,1174456,16,2024-09-16,5,No,Yes,Office,Tamil Nadu,A. Sharma,41-50,High,Senior,1.8,2024
EMP00467,Aisha,Das,Female,38,Operations,Operations Manager,Master,Divorced,979500,13,2018-09-13,4,No,No,Remote,Delhi,P. Rao,31-40,High,Senior,7.8,2018
EMP00468,Suresh,Reddy,Female,25,HR,HR Executive,Bachelor,Married,590128,4,2025-06-23,3,No,Yes,Hybrid,Delhi,N. Gupta,21-30,Medium,Junior,1,2025
EMP00469,Rahul,Yadav,Male,37,Sales,Sales Manager,MBA,Divorced,1014405,15,2021-05-16,2,Yes,Yes,Remote,Maharashtra,S. Reddy,31-40,High,Senior,5.1,2021
EMP00470,Arjun,Nair,Female,46,Marketing,Marketing Executive,Bachelor,Married,1033667,16,2026-03-04,5,No,No,Remote,Delhi,R. Mehta,41-50,High,Senior,0.3,2026
EMP00471,Pooja,Kapoor,Female,40,Sales,Sales Manager,Bachelor,Married,1142406,18,2025-10-05,3,No,Yes,Office,Delhi,N. Gupta,31-40,High,Senior,0.7,2025
EMP00472,Aditya,Rao,Female,41,Sales,Sales Manager,Bachelor,Married,1127704,18,2016-03-30,2,No,No,Hybrid,Telangana,S. Reddy,41-50,High,Senior,10.3,2016
EMP00473,Arjun,Kumar,Female,24,Sales,Sales Executive,Diploma,Divorced,491356,0,2018-06-16,5,No,No,Hybrid,Delhi,N. Gupta,21-30,Low,Fresher,8.1,2018
EMP00474,Priya,Joshi,Female,29,IT,QA Engineer,Bachelor,Married,792194,3,2025-09-07,3,No,No,Hybrid,Maharashtra,S. Reddy,21-30,Medium,Junior,0.8,2025
EMP00475,Kavya,Rao,Male,23,Sales,Sales Manager,MBA,Married,607284,2,2018-06-24,4,No,No,Hybrid,Andhra Pradesh,P. Rao,21-30,Medium,Fresher,8,2018
EMP00476,Vivaan,Rao,Male,29,Finance,Accountant,Diploma,Married,742591,4,2016-09-18,5,Yes,Yes,Office,Tamil Nadu,K. Singh,21-30,Medium,Junior,9.8,2016
EMP00477,Rahul,Mishra,Male,36,Operations,Operations Manager,Diploma,Single,951751,11,2025-05-19,2,Yes,No,Office,Tamil Nadu,K. Singh,31-40,High,Senior,1.1,2025
EMP00478,Kiran,Patel,Male,46,Finance,Financial Analyst,MBA,Divorced,1258975,18,2019-03-14,4,No,Yes,Office,Tamil Nadu,N. Gupta,41-50,Very High,Senior,7.3,2019
EMP00479,Ishita,Das,Female,34,HR,HR Executive,MBA,Divorced,841743,12,2024-02-01,3,No,No,Remote,Karnataka,K. Singh,31-40,High,Senior,2.4,2024
EMP00480,Kiran,Yadav,Male,31,Operations,Operations Manager,Master,Married,821395,9,2015-05-11,3,Yes,Yes,Remote,Telangana,K. Singh,31-40,High,Mid-Level,11.2,2015
EMP00481,Suresh,Sharma,Male,49,IT,System Admin,Master,Single,1345023,20,2025-08-18,2,No,Yes,Remote,Delhi,P. Rao,41-50,Very High,Senior,0.9,2025
EMP00482,Vivaan,Singh,Male,28,Sales,Sales Manager,Bachelor,Divorced,546706,0,2023-10-15,3,No,Yes,Remote,Tamil Nadu,P. Rao,21-30,Medium,Fresher,2.7,2023
EMP00483,Ananya,Das,Male,29,Sales,Sales Manager,Bachelor,Married,557386,1,2025-12-10,5,No,No,Remote,Karnataka,N. Gupta,21-30,Medium,Fresher,0.6,2025
EMP00484,Pooja,Das,Female,47,HR,HR Manager,Bachelor,Single,1182041,20,2022-10-11,2,No,No,Hybrid,Delhi,S. Reddy,41-50,High,Senior,3.7,2022
EMP00485,Sai,Nair,Female,38,Sales,Sales Manager,Diploma,Married,1026536,14,2025-07-04,3,No,No,Remote,Delhi,K. Singh,31-40,High,Senior,1,2025
EMP00486,Sai,Patel,Male,35,Finance,Financial Analyst,Master,Divorced,772159,5,2025-10-30,4,Yes,No,Hybrid,Andhra Pradesh,P. Rao,31-40,Medium,Junior,0.7,2025
EMP00487,Neha,Kapoor,Male,31,Sales,Sales Manager,Master,Divorced,787984,7,2020-11-06,2,No,No,Office,Kerala,R. Mehta,31-40,Medium,Mid-Level,5.7,2020
EMP00488,Neha,Mishra,Male,33,Finance,Financial Analyst,MBA,Single,704712,3,2022-08-19,2,No,No,Remote,Kerala,N. Gupta,31-40,Medium,Junior,3.9,2022
EMP00489,Varun,Sharma,Male,29,Marketing,Marketing Executive,Master,Divorced,544917,1,2017-04-14,2,No,No,Office,Kerala,S. Reddy,21-30,Medium,Fresher,9.2,2017
EMP00490,Aisha,Yadav,Male,37,Finance,Accountant,Bachelor,Single,951308,9,2023-02-27,5,Yes,No,Hybrid,Tamil Nadu,R. Mehta,31-40,High,Mid-Level,3.4,2023
EMP00491,Neha,Kapoor,Male,35,IT,System Admin,Master,Divorced,1036194,10,2024-04-22,3,No,Yes,Hybrid,Kerala,S. Reddy,31-40,High,Mid-Level,2.2,2024
EMP00492,Meera,Reddy,Male,40,IT,System Admin,MBA,Married,1135129,13,2015-03-23,4,No,No,Hybrid,Kerala,S. Reddy,31-40,High,Senior,11.3,2015
EMP00493,Suresh,Gupta,Female,33,Sales,Sales Executive,MBA,Married,909785,12,2021-08-19,2,No,No,Office,Kerala,A. Sharma,31-40,High,Senior,4.9,2021
EMP00494,Kiran,Nair,Female,40,Marketing,Marketing Executive,Bachelor,Single,896887,12,2024-01-27,5,No,No,Remote,Karnataka,P. Rao,31-40,High,Senior,2.4,2024
EMP00495,Rahul,Sharma,Male,45,Operations,Operations Executive,MBA,Single,1087214,16,2022-08-23,3,No,Yes,Hybrid,Delhi,P. Rao,41-50,High,Senior,3.9,2022
EMP00496,Pooja,Kumar,Male,27,Marketing,Marketing Executive,Diploma,Married,519046,1,2017-10-18,4,No,Yes,Office,Kerala,K. Singh,21-30,Medium,Fresher,8.7,2017
EMP00497,Arjun,Singh,Male,36,Marketing,Marketing Executive,MBA,Married,872294,11,2020-07-21,3,No,No,Office,Telangana,K. Singh,31-40,High,Senior,6,2020
EMP00498,Aditya,Singh,Female,24,Sales,Sales Manager,Diploma,Married,548151,2,2025-01-02,5,No,No,Remote,Tamil Nadu,K. Singh,21-30,Medium,Fresher,1.5,2025
EMP00499,Sai,Das,Male,42,Sales,Sales Manager,Master,Married,1016344,15,2025-04-07,3,No,No,Hybrid,Andhra Pradesh,K. Singh,41-50,High,Senior,1.2,2025
EMP00500,Meera,Patel,Male,33,IT,QA Engineer,MBA,Married,778558,3,2015-11-26,2,No,Yes,Hybrid,Karnataka,A. Sharma,31-40,Medium,Junior,10.6,2015
EMP00501,Kiran,Patel,Female,27,Sales,Sales Executive,Bachelor,Single,687283,4,2021-05-11,5,No,Yes,Remote,Karnataka,R. Mehta,21-30,Medium,Junior,5.2,2021
EMP00502,Ishita,Patel,Male,45,HR,HR Manager,Diploma,Married,985593,15,2025-08-29,5,No,No,Remote,Tamil Nadu,S. Reddy,41-50,High,Senior,0.8,2025
EMP00503,Pooja,Das,Female,32,Operations,Operations Manager,Bachelor,Single,613690,2,2016-01-11,5,No,Yes,Remote,Andhra Pradesh,N. Gupta,31-40,Medium,Fresher,10.5,2016
EMP00504,Nikhil,Rao,Male,39,Operations,Operations Manager,Diploma,Divorced,1158315,17,2016-03-09,2,No,Yes,Office,Andhra Pradesh,K. Singh,31-40,High,Senior,10.3,2016
EMP00505,Aditya,Mishra,Female,25,Marketing,Marketing Executive,Diploma,Divorced,476975,0,2024-12-18,3,No,No,Office,Tamil Nadu,R. Mehta,21-30,Low,Fresher,1.5,2024
EMP00506,Varun,Patel,Female,32,Finance,Financial Analyst,Master,Single,748153,5,2017-03-24,4,Yes,No,Hybrid,Kerala,R. Mehta,31-40,Medium,Junior,9.3,2017
EMP00507,Rohit,Reddy,Female,36,IT,QA Engineer,Master,Married,1082721,13,2021-09-07,4,No,Yes,Hybrid,Karnataka,P. Rao,31-40,High,Senior,4.8,2021
EMP00508,Arjun,Kumar,Male,30,HR,HR Executive,MBA,Married,708250,6,2023-08-21,3,No,No,Remote,Tamil Nadu,R. Mehta,21-30,Medium,Mid-Level,2.9,2023
EMP00509,Ananya,Mishra,Male,37,Sales,Sales Executive,MBA,Divorced,927440,13,2017-04-11,4,No,No,Hybrid,Tamil Nadu,R. Mehta,31-40,High,Senior,9.2,2017
EMP00510,Varun,Naidu,Male,30,Operations,Operations Executive,Bachelor,Married,700836,4,2024-07-03,3,No,No,Remote,Karnataka,K. Singh,21-30,Medium,Junior,2,2024
EMP00511,Kiran,Joshi,Female,29,IT,Software Engineer,Bachelor,Single,690822,1,2022-11-18,4,No,No,Remote,Maharashtra,N. Gupta,21-30,Medium,Fresher,3.6,2022
EMP00512,Kiran,Joshi,Female,29,HR,HR Manager,MBA,Divorced,506118,2,2024-09-08,3,No,No,Hybrid,Kerala,K. Singh,21-30,Medium,Fresher,1.8,2024
EMP00513,Sai,Kapoor,Male,33,Sales,Sales Manager,Diploma,Single,759778,7,2015-05-11,3,No,No,Office,Delhi,S. Reddy,31-40,Medium,Mid-Level,11.2,2015
EMP00514,Arjun,Singh,Female,41,Sales,Sales Manager,MBA,Married,900636,12,2024-12-25,2,No,No,Office,Kerala,K. Singh,41-50,High,Senior,1.5,2024
EMP00515,Neha,Verma,Male,40,HR,HR Executive,MBA,Divorced,935295,14,2021-04-22,5,No,Yes,Office,Telangana,P. Rao,31-40,High,Senior,5.2,2021
EMP00516,Arjun,Yadav,Female,36,Finance,Accountant,Diploma,Single,929433,8,2023-11-19,3,No,Yes,Remote,Telangana,K. Singh,31-40,High,Mid-Level,2.6,2023
EMP00517,Meera,Das,Female,32,Operations,Operations Executive,Master,Divorced,576809,2,2020-02-11,2,No,Yes,Office,Delhi,K. Singh,31-40,Medium,Fresher,6.4,2020
EMP00518,Aisha,Gupta,Female,45,Marketing,Digital Marketer,MBA,Single,1045256,17,2016-02-29,5,No,No,Remote,Maharashtra,P. Rao,41-50,High,Senior,10.4,2016
EMP00519,Aisha,Sharma,Female,37,Sales,Sales Manager,Master,Married,1059431,16,2025-01-25,2,No,Yes,Office,Maharashtra,R. Mehta,31-40,High,Senior,1.4,2025
EMP00520,Aarav,Naidu,Female,35,Operations,Operations Executive,Bachelor,Divorced,977765,13,2017-03-03,3,No,Yes,Remote,Karnataka,A. Sharma,31-40,High,Senior,9.3,2017
EMP00521,Aditya,Mishra,Female,39,IT,Software Engineer,Bachelor,Divorced,1189669,15,2020-04-23,2,No,No,Hybrid,Maharashtra,R. Mehta,31-40,High,Senior,6.2,2020
EMP00522,Vivaan,Kumar,Female,28,HR,HR Executive,Bachelor,Single,496062,1,2024-11-29,2,Yes,No,Remote,Andhra Pradesh,N. Gupta,21-30,Low,Fresher,1.6,2024
EMP00523,Pooja,Gupta,Female,39,HR,HR Manager,Diploma,Divorced,852560,12,2015-03-28,5,No,Yes,Remote,Andhra Pradesh,A. Sharma,31-40,High,Senior,11.3,2015
EMP00524,Nikhil,Mishra,Male,43,Operations,Operations Executive,Master,Divorced,1023017,14,2016-07-07,3,Yes,Yes,Remote,Karnataka,A. Sharma,41-50,High,Senior,10,2016
EMP00525,Sneha,Joshi,Female,47,Sales,Sales Manager,MBA,Married,1159369,19,2017-11-11,3,Yes,Yes,Remote,Maharashtra,S. Reddy,41-50,High,Senior,8.7,2017
EMP00526,Vivaan,Verma,Male,39,IT,System Admin,Diploma,Married,979944,9,2018-03-30,4,Yes,No,Office,Telangana,K. Singh,31-40,High,Mid-Level,8.3,2018
EMP00527,Ishita,Kumar,Female,34,IT,Software Engineer,MBA,Single,1032354,10,2022-07-12,5,No,No,Office,Tamil Nadu,R. Mehta,31-40,High,Mid-Level,4,2022
EMP00528,Rohit,Verma,Female,24,Sales,Sales Executive,Master,Single,500182,0,2022-06-08,5,No,No,Hybrid,Andhra Pradesh,R. Mehta,21-30,Medium,Fresher,4.1,2022
EMP00529,Vivaan,Sharma,Male,39,Finance,Accountant,Master,Married,1183664,17,2023-01-27,4,No,No,Office,Telangana,A. Sharma,31-40,High,Senior,3.4,2023
EMP00530,Arjun,Sharma,Male,39,Operations,Operations Executive,Diploma,Divorced,872239,10,2020-11-14,3,Yes,Yes,Office,Karnataka,S. Reddy,31-40,High,Mid-Level,5.6,2020
EMP00531,Aditya,Reddy,Male,33,Finance,Financial Analyst,Master,Single,863804,7,2024-09-23,3,No,No,Office,Maharashtra,P. Rao,31-40,High,Mid-Level,1.8,2024
EMP00532,Varun,Kumar,Male,40,Operations,Operations Manager,MBA,Single,896300,10,2019-03-30,3,No,No,Office,Delhi,A. Sharma,31-40,High,Mid-Level,7.3,2019
EMP00533,Neha,Naidu,Female,28,IT,System Admin,Master,Married,891691,6,2026-06-03,2,No,Yes,Remote,Karnataka,N. Gupta,21-30,High,Mid-Level,0.1,2026
EMP00534,Kiran,Verma,Male,43,Operations,Operations Manager,Diploma,Single,1050171,15,2015-10-27,5,No,No,Hybrid,Telangana,A. Sharma,41-50,High,Senior,10.7,2015
EMP00535,Sneha,Naidu,Female,41,Sales,Sales Manager,Master,Divorced,1149034,18,2016-11-19,4,Yes,No,Office,Tamil Nadu,N. Gupta,41-50,High,Senior,9.6,2016
EMP00536,Priya,Gupta,Male,41,Marketing,Digital Marketer,Master,Married,966282,13,2022-02-10,5,No,No,Office,Karnataka,K. Singh,41-50,High,Senior,4.4,2022
EMP00537,Arjun,Reddy,Female,27,HR,HR Manager,Bachelor,Divorced,555767,2,2017-03-17,2,No,No,Office,Karnataka,S. Reddy,21-30,Medium,Fresher,9.3,2017
EMP00538,Aarav,Mishra,Female,33,Operations,Operations Manager,MBA,Married,805974,8,2020-11-09,3,No,No,Hybrid,Tamil Nadu,N. Gupta,31-40,High,Mid-Level,5.7,2020
EMP00539,Kavya,Verma,Female,44,Operations,Operations Executive,Diploma,Married,1034566,15,2019-09-16,5,No,Yes,Office,Karnataka,S. Reddy,41-50,High,Senior,6.8,2019
EMP00540,Sneha,Das,Male,34,Sales,Sales Manager,Diploma,Divorced,738978,6,2017-11-17,2,No,No,Hybrid,Karnataka,S. Reddy,31-40,Medium,Mid-Level,8.6,2017
EMP00541,Sai,Patel,Female,41,Sales,Sales Manager,Diploma,Married,929274,12,2015-09-21,4,No,No,Office,Tamil Nadu,R. Mehta,41-50,High,Senior,10.8,2015
EMP00542,Aditya,Patel,Male,34,Marketing,Digital Marketer,Master,Single,674239,6,2021-10-31,4,No,No,Remote,Maharashtra,P. Rao,31-40,Medium,Mid-Level,4.7,2021
EMP00543,Pooja,Sharma,Female,28,HR,HR Executive,Bachelor,Single,680579,6,2016-07-27,4,No,Yes,Hybrid,Kerala,P. Rao,21-30,Medium,Mid-Level,9.9,2016
EMP00544,Sai,Yadav,Male,26,Sales,Sales Executive,MBA,Married,645313,3,2019-08-19,5,Yes,No,Remote,Delhi,P. Rao,21-30,Medium,Junior,6.9,2019
EMP00545,Pooja,Reddy,Female,42,IT,QA Engineer,Master,Divorced,1315860,18,2018-03-14,5,Yes,Yes,Hybrid,Maharashtra,P. Rao,41-50,Very High,Senior,8.3,2018
EMP00546,Sneha,Gupta,Male,39,Sales,Sales Manager,Diploma,Single,1111941,18,2022-10-11,4,No,No,Office,Maharashtra,K. Singh,31-40,High,Senior,3.7,2022
EMP00547,Rahul,Kumar,Female,35,Sales,Sales Manager,Bachelor,Divorced,964529,12,2020-05-17,2,No,No,Remote,Delhi,S. Reddy,31-40,High,Senior,6.1,2020
EMP00548,Suresh,Naidu,Male,39,Sales,Sales Manager,MBA,Single,1113330,17,2022-04-24,2,No,No,Remote,Andhra Pradesh,P. Rao,31-40,High,Senior,4.2,2022
EMP00549,Vivaan,Sharma,Female,48,HR,HR Executive,Bachelor,Divorced,1169958,20,2023-11-24,4,No,No,Office,Karnataka,K. Singh,41-50,High,Senior,2.6,2023
EMP00550,Sai,Naidu,Female,43,Operations,Operations Manager,Master,Single,1023943,15,2024-10-25,2,No,No,Office,Maharashtra,R. Mehta,41-50,High,Senior,1.7,2024
EMP00551,Sai,Naidu,Female,32,IT,QA Engineer,Master,Single,776229,3,2021-02-16,3,No,Yes,Remote,Andhra Pradesh,K. Singh,31-40,Medium,Junior,5.4,2021
EMP00552,Ishita,Sharma,Male,35,Marketing,Marketing Executive,Diploma,Single,1008534,14,2016-03-05,2,No,No,Office,Karnataka,S. Reddy,31-40,High,Senior,10.3,2016
EMP00553,Ananya,Nair,Male,27,IT,Software Engineer,Master,Divorced,623662,0,2016-06-01,2,Yes,Yes,Office,Andhra Pradesh,P. Rao,21-30,Medium,Fresher,10.1,2016
EMP00554,Suresh,Reddy,Male,36,Marketing,Marketing Executive,Master,Single,873669,10,2023-11-11,3,No,No,Hybrid,Karnataka,S. Reddy,31-40,High,Mid-Level,2.6,2023
EMP00555,Ishita,Singh,Male,46,HR,HR Manager,Bachelor,Single,1121570,20,2021-03-31,5,Yes,Yes,Hybrid,Karnataka,N. Gupta,41-50,High,Senior,5.3,2021
EMP00556,Sai,Singh,Male,47,Sales,Sales Executive,MBA,Divorced,1087473,17,2023-09-19,4,No,No,Hybrid,Andhra Pradesh,A. Sharma,41-50,High,Senior,2.8,2023
EMP00557,Sneha,Verma,Female,41,HR,HR Manager,Master,Divorced,870464,12,2017-10-13,2,No,Yes,Office,Andhra Pradesh,S. Reddy,41-50,High,Senior,8.7,2017
EMP00558,Aisha,Patel,Female,33,Finance,Financial Analyst,MBA,Divorced,904879,9,2024-12-14,5,Yes,Yes,Office,Maharashtra,P. Rao,31-40,High,Mid-Level,1.6,2024
EMP00559,Ananya,Joshi,Female,24,Operations,Operations Manager,MBA,Single,533420,0,2020-07-27,4,No,Yes,Hybrid,Delhi,R. Mehta,21-30,Medium,Fresher,5.9,2020
EMP00560,Nikhil,Rao,Male,26,HR,HR Manager,Master,Divorced,496829,2,2018-11-23,3,Yes,No,Office,Tamil Nadu,K. Singh,21-30,Low,Fresher,7.6,2018
EMP00561,Nikhil,Naidu,Male,29,Sales,Sales Manager,MBA,Married,677102,5,2021-05-26,5,Yes,Yes,Office,Karnataka,P. Rao,21-30,Medium,Junior,5.1,2021
EMP00562,Aarav,Mishra,Female,43,Sales,Sales Executive,Diploma,Single,1050403,15,2025-10-23,5,No,No,Hybrid,Maharashtra,N. Gupta,41-50,High,Senior,0.7,2025
EMP00563,Aditya,Singh,Male,35,IT,Senior Developer,Diploma,Single,960771,8,2025-10-14,4,No,No,Office,Telangana,R. Mehta,31-40,High,Mid-Level,0.7,2025
EMP00564,Sneha,Kapoor,Male,42,HR,HR Manager,Diploma,Single,999502,15,2025-12-24,5,No,No,Office,Tamil Nadu,N. Gupta,41-50,High,Senior,0.5,2025
EMP00565,Rohit,Nair,Female,38,IT,Senior Developer,Master,Single,1120688,13,2016-04-17,5,No,No,Hybrid,Andhra Pradesh,A. Sharma,31-40,High,Senior,10.2,2016
EMP00566,Ishita,Joshi,Male,43,Operations,Operations Executive,Bachelor,Single,1224253,20,2020-07-19,5,Yes,No,Office,Delhi,K. Singh,41-50,Very High,Senior,6,2020
EMP00567,Priya,Das,Female,40,Sales,Sales Manager,Diploma,Divorced,1167965,18,2024-07-28,3,Yes,No,Hybrid,Delhi,P. Rao,31-40,High,Senior,1.9,2024
EMP00568,Sneha,Sharma,Male,33,Operations,Operations Executive,Diploma,Single,640140,3,2023-12-05,3,Yes,Yes,Office,Andhra Pradesh,K. Singh,31-40,Medium,Junior,2.6,2023
EMP00569,Kiran,Naidu,Male,45,Sales,Sales Manager,Bachelor,Married,1226485,20,2018-01-05,3,Yes,Yes,Remote,Kerala,S. Reddy,41-50,Very High,Senior,8.5,2018
EMP00570,Ishita,Reddy,Male,24,IT,Senior Developer,Bachelor,Married,680150,1,2024-11-19,4,No,No,Office,Tamil Nadu,R. Mehta,21-30,Medium,Fresher,1.6,2024
EMP00571,Aarav,Sharma,Female,31,Finance,Accountant,Bachelor,Divorced,996761,10,2017-04-05,3,No,No,Remote,Kerala,R. Mehta,31-40,High,Mid-Level,9.3,2017
EMP00572,Ishita,Gupta,Female,37,HR,HR Executive,MBA,Divorced,1029239,16,2022-07-23,4,No,No,Hybrid,Karnataka,S. Reddy,31-40,High,Senior,4,2022
EMP00573,Pooja,Yadav,Female,42,Finance,Financial Analyst,Master,Single,997502,12,2015-01-26,4,No,No,Remote,Andhra Pradesh,N. Gupta,41-50,High,Senior,11.4,2015
EMP00574,Aarav,Kapoor,Female,39,Finance,Accountant,Bachelor,Divorced,1017285,11,2022-03-24,5,Yes,No,Hybrid,Delhi,P. Rao,31-40,High,Senior,4.3,2022
